issn,percentil,NIVEL,name
03511189,61,A4,Primerjalna Knjizevnost
03511944,60,A4,Etnoloska Tribina
0351224X,12,A8,Zbornik za Umetnostno Zgodovino
03512908,52,A4,Glasnik SED
03513386,35,A6,Tekstilec
03513947,29,A6,Obnovljeni Zivot
03514706,17,A7,Filozofska Istrazivanja
03515796,48,A5,International Review of the Aesthetics and Sociology of Music
03516083,35,A6,Acta Facultatis Medicae Naissensis
03518825,27,A6,Problemi Sjevernog Jadrana
03519465,17,A7,Materials Protection
03519767,60,A4,Povijesni Prilozi
03520447,85,A2,Traditiones
03521206,20,A7,Geologica Macedonica
03523101,26,A6,Bogoslovska Smotra
03523160,51,A4,Istorija 20 Veka
03523551,22,A7,Acta Hydrotechnica
03523608,73,A3,Social Science Forum
03523659,43,A5,Geofizika
03524000,18,A7,Crkva u Svijetu
03525007,20,A7,Zbornik Matice Srpske za Slavistiku
03525139,32,A6,Journal of the Serbian Chemical Society
03525252,3,A8,Acta Stomatologica Naissi
03525317,28,A6,Pravni Vjesnik
03527565,27,A6,Govor
03527875,28,A6,Synthesis Philosophica
03529045,39,A5,Informacije MIDEM
03529509,10,A8,Radovi Zavoda za Znanstveni rad Varazdin
03529568,41,A5,Chemical and Biochemical Engineering Quarterly
03529665,11,A8,Facta Universitatis-Series Mathematics and Informatics
03530329,35,A6,Prispevki za Novejso Zgodovino
03531392,34,A6,Didactica Slovenica - Pedagoska Obzorja
03531589,11,A8,Etnoantropoloski Problemi-Issues in Ethnology and Anthropology
0353295X,33,A6,Radovi Zavoda za Hrvatsku Povijest
0353359X,11,A8,Ekonomski Vjesnik
03533670,17,A7,"Facta Universitatis, Series: Electronics and Energetics"
03534316,41,A5,Acta Turistica
03534510,40,A5,Filozofski Vestnik
03534529,56,A4,Rudarsko Geolosko Naftni Zbornik
03534642,83,A2,Fluminensia
03534790,13,A7,Trziste
03535053,39,A5,Psychiatria Danubina
03535150,74,A3,Acta Analytica
03535320,61,A4,Promet - Traffic and Transportation
03535738,52,A4,Filozofija i Drustvo
03536483,82,A2,Urbani Izziv
03536777,79,A2,Dve Domovini
0353765X,55,A4,Metodicki Ogledi
03538109,72,A3,Acta Informatica Medica
03539466,52,A4,Acta Clinica Croatica
03539504,75,A2,Croatian Medical Journal
03540243,78,A2,Yugoslav Journal of Operations Research
03540286,69,A3,"Treatises and Documents, Journal of Ethnic Studies"
03540316,48,A5,Etnolog
03540448,53,A4,Jezikoslovni Zapiski
03540766,1,A8,Croatian Sports Medicine Journal
03542025,99,A1,"Facta Universitatis, Series: Mechanical Engineering"
03542238,34,A6,Mathematica Montisnigri
03544664,40,A5,Archives of Biological Sciences
03545180,67,A3,Filomat
03546497,53,A4,Tokovi Istorije
03547310,7,A8,Archive of Oncology
03548724,59,A4,Geographica Pannonica
03548996,50,A4,Tribology in Industry
03549836,32,A6,Thermal Science
03551725,1,A8,Ajatus
03553140,90,A1,"Scandinavian Journal of Work, Environment and Health"
03553930,26,A6,Suomen Antropologi
03585522,92,A1,Scandinavian Economic History Review
03600025,97,A1,Sex Roles
03600300,99,A1,ACM Computing Surveys
03600572,100,A1,Annual Review of Sociology
03601234,51,A4,"Journal of Environmental Science and Health - Part B Pesticides, Food Contaminants, and Agricultural Wastes"
03601277,61,A4,Educational Gerontology
03601285,99,A1,Progress in Energy and Combustion Science
03601293,25,A6,Acupuncture and Electro-Therapeutics Research
03601315,99,A1,Computers and Education
03601323,97,A1,Building and Environment
03602206,25,A6,Balkanistica
03602370,38,A5,Studies in Eighteenth Century Culture
03602532,94,A1,Drug Metabolism Reviews
03603016,99,A1,International Journal of Radiation Oncology Biology Physics
03603199,94,A1,International Journal of Hydrogen Energy
03603695,9,A8,Film and History
03603709,2,A8,American Poetry Review
03603989,97,A1,Human Communication Research
03603997,83,A2,Inflammation
03604012,69,A3,Journal of Neuroscience Research
03604039,27,A6,Nursing
03604918,94,A1,Presidential Studies Quarterly
03605302,92,A1,Communications in Partial Differential Equations
03605310,94,A1,Journal of Medicine and Philosophy (United Kingdom)
03605442,99,A1,Energy
03606503,69,A3,Process Studies
03607283,82,A2,Health and Social Work
03608352,96,A1,Computers and Industrial Engineering
03608581,69,A3,IEEE Engineering Management Review
0360859X,0,A8,"Special Report - National Research Council, Transportation Research Board"
03609049,20,A7,Hebrew Union College Annual
03609081,48,A5,American Archivist
03609669,58,A4,Horizons
03610128,98,A1,Economic Geology
03610160,33,A6,Sixteenth Century Journal
03610365,79,A2,Research in Higher Education
03610470,57,A4,Journal of the American Society of Brewing Chemists
0361073X,79,A2,Experimental Aging Research
03610853,0,A8,Manufacturing Engineering
03610918,61,A4,Communications in Statistics Part B: Simulation and Computation
03610926,53,A4,Communications in Statistics - Theory and Methods
03611434,89,A1,IEEE Transactions on Professional Communication
03611817,28,A6,Nurse Practitioner
03611981,57,A4,Transportation Research Record
0361204X,12,A8,Voices - Journal of New York Folklore
03612112,50,A4,Dress
03612317,60,A4,Color Research and Application
03613666,93,A1,Disasters
03613682,91,A1,"Accounting, Organizations and Society"
03614476,7,A8,Journal of Energy and Development
0361476X,93,A1,Contemporary Educational Psychology
03615219,28,A6,Solid Fuel Chemistry
03615235,65,A3,Journal of Electronic Materials
0361526X,44,A5,Serials Librarian
03615413,73,A3,History in Africa
03615995,67,A3,Soil Science Society of America Journal
03616274,86,A2,Health Care Management Review
03616525,31,A6,Sociobiology
03616843,94,A1,Psychology of Women Quarterly
03616878,84,A2,"Journal of Health Politics, Policy and Law"
03617610,19,A7,Glass and Ceramics (English translation of Steklo i Keramika)
03617688,17,A7,Programming and Computer Software
03617734,64,A3,Operative Dentistry
03617882,59,A4,International Journal of African Historical Studies
0361803X,93,A1,American Journal of Roentgenology
03618609,91,A1,American Journal of Hematology
03619230,70,A3,Brain Research Bulletin
0361929X,83,A2,MCN The American Journal of Maternal/Child Nursing
0362028X,65,A3,Journal of Food Protection
03620972,30,A6,Information Display
03621197,14,A7,Human Physiology
03621529,89,A1,Traditio
03621537,42,A5,Transactional Analysis Journal
03621588,11,A8,Houston Journal of Mathematics
03621596,1,A8,Parabola
03621642,98,A1,Annual Review of Pharmacology and Toxicology
03622436,85,A2,Spine
03622525,66,A3,Journal of Morphology
03623319,87,A2,Social Science Journal
03624803,36,A6,Journal of Labelled Compounds and Radiopharmaceuticals
03625028,93,A1,Early China
0362546X,85,A2,"Nonlinear Analysis, Theory, Methods and Applications"
03625664,31,A6,Clinical Neuropharmacology
03625915,66,A3,ACM Transactions on Database Systems
03626784,79,A2,Curriculum Inquiry
03629805,78,A2,Legislative Studies Quarterly
03630129,87,A2,SIAM Journal on Control and Optimization
03630188,53,A4,Current Problems in Diagnostic Radiology
03630234,75,A2,Suicide and Life-Threatening Behavior
03630242,65,A3,Women and Health
03630269,30,A6,Hemoglobin
03630471,8,A8,Hispamerica
03631672,31,A6,Lithuanian Mathematical Journal
03631923,57,A4,Illinois Classical Studies
03631990,82,A2,Journal of Family History
03632415,77,A2,Fisheries
03633624,91,A1,Nurse Educator
03634523,91,A1,Communication Education
03635023,69,A3,Journal of Hand Surgery
03635465,95,A1,American Journal of Sports Medicine
03636119,56,A4,American Journal of Physiology - Regulatory Integrative and Comparative Physiology
03636135,85,A2,American Journal of Physiology - Heart and Circulatory Physiology
03636143,91,A1,American Journal of Physiology - Cell Physiology
03636445,48,A5,Systematic Botany
03636771,19,A7,General Dentistry
03636941,79,A2,Journal of English and Germanic Philology
03637425,99,A1,Academy of Management Review
03637751,95,A1,Communication Monographs
03638057,2,A8,Gradiva
03638111,93,A1,Public Relations Review
03638715,37,A6,Journal of Computer Assisted Tomography
03639045,62,A4,Drug Development and Industrial Pharmacy
03639061,85,A2,International Journal for Numerical and Analytical Methods in Geomechanics
0363907X,98,A1,International Journal of Energy Research
03639568,57,A4,Nursing Administration Quarterly
03639762,97,A1,Clinical Nuclear Medicine
03640094,90,A1,AJS Review
03640213,66,A3,Cognitive Science
0364152X,84,A2,Environmental Management
0364216X,81,A2,Aesthetic Plastic Surgery
03642313,82,A2,World Journal of Surgery
03642348,68,A3,Skeletal Radiology
03643190,80,A2,Neurochemical Research
03645134,98,A1,Annals of Neurology
03645916,54,A4,Calphad: Computer Coupling of Phase Diagrams and Thermochemistry
0364765X,90,A1,Mathematics of Operations Research
03649024,73,A3,Journal of Graph Theory
03649059,94,A1,IEEE Journal of Oceanic Engineering
03650340,82,A2,Archives of Agronomy and Soil Science
03650359,94,A1,"AAPP Atti della Accademia Peloritana dei Pericolanti, Classe di Scienze Fisiche, Matematiche e Naturali"
03650588,47,A5,Acta Botanica Croatica
03650596,81,A2,Anais Brasileiros de Dermatologia
03650812,35,A6,Annali di Botanica
03651029,17,A7,"Annales Universitatis Mariae Curie-Sklodowska, sectio A - Mathematica"
03653439,65,A3,Archives of Razi Institute
03655148,16,A7,Analecta Veterinaria
03656233,77,A2,Archiv der Pharmazie
03656691,32,A6,Archivos de la Sociedad Espanola de Oftalmologia
03657450,26,A6,"Atti della Societa Toscana di Scienze Naturali, Memorie Serie B"
03660176,21,A7,Boletin Geologico y Minero
03661326,2,A8,Bulletin Mensuel de la Societe Linneenne de Lyon
03663175,75,A2,Boletin de la Sociedad Espanola de Ceramica y Vidrio
03665232,30,A6,Caldasia
03666352,67,A3,Chemical Papers
03666913,36,A6,Ceramica
03666999,94,A1,Chinese Medical Journal
03667022,44,A5,Chemistry Letters
03670244,64,A3,Ecology of Food and Nutrition
03670449,32,A6,Estudios Geologicos
03672530,61,A4,"Flora: Morphology, Distribution, Functional Ecology of Plants"
0367326X,78,A2,Fitoterapia
03674223,83,A2,Gesunde Pflanzen
03674231,64,A3,Geophysica
03674444,5,A8,Glasnik Hemicara i Tehnologa Bosne i Hercegovine
03674762,27,A6,Gaceta Medica de Caracas
03675041,27,A6,Graellsia
03675211,62,A4,Bulletin of the Geological Society of Finland
0367522X,59,A4,Bulletin of the Geological Survey of Finland
0367598X,23,A7,Hemijska Industrija
03676110,8,A8,Japanese Journal of Health Physics
03676234,36,A6,Harbin Gongye Daxue Xuebao/Journal of Harbin Institute of Technology
03676293,18,A7,Korean Journal of Food Science and Technology
03676722,31,A6,Indian Journal of Animal Research
03678245,21,A7,Indian Journal of Agricultural Research
03678288,9,A8,Indian Journal of Entomology
03678318,19,A7,Indian Journal of Animal Sciences
0367973X,47,A5,Indian Phytopathology
03680762,94,A1,Irish Veterinary Journal
03680797,20,A7,Izvestiya Vysshikh Uchebnykh Zavedenij. Chernaya Metallurgiya
03682048,66,A3,Journal of Electron Spectroscopy and Related Phenomena
03682811,59,A4,Japanese Journal of Clinical Oncology
03684636,10,A8,Journal of the Textile Association
03684814,16,A7,Kazan Medical Journal
0368492X,93,A1,Kybernetes
03685306,9,A8,Keikinzoku Yosetsu/Journal of Light Metal Welding
03692086,21,A7,Mineralia Slovaca
03697827,77,A2,Osiris
03698203,48,A5,Proceedings of the National Academy of Sciences India Section A - Physical Sciences
03698211,55,A4,Proceedings of the National Academy of Sciences India Section B - Biological Sciences
03698963,43,A5,Periodico di Mineralogia
03699420,40,A5,Pigment and Resin Technology
03700046,59,A4,Proceedings of the Indian National Science Academy
0370047X,10,A8,Proceedings of the Linnean Society of New South Wales
03700747,76,A2,Polimery w medycynie
03701069,21,A7,Problemy Osobo Opasnykh Infektsii
03701573,98,A1,Physics Reports
03701972,46,A5,Physica Status Solidi (B): Basic Research
03702693,91,A1,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics"
03703908,53,A4,"Revista de la Academia Colombiana de Ciencias Exactas, Fisicas y Naturales"
03704327,48,A5,Redia
03704661,39,A5,Revista de la Facultad de Ciencias Agrarias
03705943,10,A8,Revista Latinoamericana de Quimica
0370629X,30,A6,Revue Medicale de Liege
03706583,29,A6,Rodriguesia
03708179,20,A7,Srpski Arhiv za Celokupno Lekarstvo
03710025,20,A7,Shengxue Xuebao/Acta Acustica
03710874,8,A8,Acta Physiologica Sinica
03714217,7,A8,Aquaculture Science
03715736,30,A6,Geological Review
0371750X,42,A5,Transactions of the Indian Ceramic Society
03721426,68,A3,Transactions of the Royal Society of South Australia
03722112,36,A6,Tien Tzu Hsueh Pao/Acta Electronica Sinica
03722929,25,A6,Tsvetnye Metally
0372333X,40,A5,Taiwania
03724123,22,A7,Ukrainian Botanical Journal
03725480,26,A6,Veterinarski Arhiv
03728854,64,A3,Zeitschrift fur Geomorphologie
03729311,41,A5,Zhurnal Mikrobiologii Epidemiologii i Immunobiologii
03730956,48,A5,Annales de l'Institut Fourier
03731243,9,A8,Rendiconti del Seminario Matematico
03731332,22,A7,Sumarski List
03732029,35,A6,Archives of Mechanics
03732266,69,A3,Ardea
03732568,31,A6,Pirineos
03732630,43,A5,Revue d'Economie Politique
03732967,32,A6,Candollea
03733114,67,A3,Annali di Matematica Pura ed Applicata
03733505,26,A6,Matematiche
03734447,5,A8,Library and Information Science
03734633,86,A2,Journal of Navigation
03735478,26,A6,Archives d'Histoire Doctrinale et Litteraire du Moyen-Age
03735680,22,A7,Revista de la Sociedad Entomologica Argentina
0373580X,29,A6,Boletin de la Sociedad Argentina de Botanica
03735893,55,A4,Proceedings of the Zoological Society
03736032,67,A3,Revue d'Assyriologie et d'Archeologie Orientale
03736075,80,A2,Revue d'Histoire des Textes
03736245,70,A3,South African Geographical Journal
0373658X,59,A4,Voprosy Jazykoznanija
03736687,52,A4,Journal of Bryology
03738868,3,A8,R and D: Research and Development Kobe Steel Engineering Reports
03740463,66,A3,Acta Linguistica Hafniensia
03741036,43,A5,Acta Entomologica Musei Nationalis Pragae
03743535,57,A4,Journal of Elasticity
03744884,31,A6,Journal of the Korean Physical Society
03744914,7,A8,New Physics: Sae Mulli
03749096,31,A6,Mikrobiyoloji Bulteni
03750183,25,A6,Odonatologica
03750442,21,A7,"Palaeontographica, Abteilung A: Palaozoologie - Stratigraphie"
03750760,8,A8,Revista Cubana de Medicina Tropical
03750906,34,A6,Revista de Gastroenterologia de Mexico
03750922,4,A8,Rehabilitacia
03751589,35,A6,South African Journal of Animal Science
03755444,89,A1,Dili Xuebao/Acta Geographica Sinica
03756505,94,A1,Geothermics
03756742,84,A2,Journal of Geochemical Exploration
03757633,55,A4,Bollettino della Societa Paleontologica Italiana
03758427,45,A5,Veterinarni Medicina
03759172,1,A8,Tokyo Jikeikai Medical Journal
03759237,48,A5,Egyptian Journal of Botany
03759393,75,A2,Minerva Anestesiologica
03759474,71,A3,Nuclear Physics A
03759601,67,A3,"Physics Letters, Section A: General, Atomic and Solid State Physics"
03759660,24,A7,Problemy Endokrinologii
03760421,99,A1,Progress in Aerospace Sciences
03762491,40,A5,National Medical Journal of China
03766357,67,A3,Behavioural Processes
03767388,97,A1,Journal of Membrane Science
03767892,7,A8,Cirugia Plastica Ibero-Latinoamericana
03768163,11,A8,Degres
0376835X,71,A3,Development Southern Africa
03768716,87,A2,Drug and Alcohol Dependence
03768929,77,A2,Environmental Conservation
03769429,75,A2,International Journal of Fracture
03769836,19,A7,Indian Historical Review
03770257,87,A2,Journal of Non-Newtonian Fluid Mechanics
03770265,64,A3,Dynamics of Atmospheres and Oceans
03770273,77,A2,Journal of Volcanology and Geothermal Research
03770427,90,A1,Journal of Computational and Applied Mathematics
03770486,66,A3,Journal of Raman Spectroscopy
03771237,65,A3,Medical Journal Armed Forces India
03772063,65,A3,IETE Journal of Research
03772217,98,A1,European Journal of Operational Research
03774732,26,A6,Revista Espanola de Medicina Legal
03774740,7,A8,Revista Mexicana de Angiologia
03774929,25,A6,Indian Journal of Pathology and Microbiology
03777332,91,A1,Empirical Economics
03778282,8,A8,Drugs of the Future
03778398,66,A3,Marine Micropaleontology
03778401,94,A1,Animal Feed Science and Technology
03779017,64,A3,Letters in Mathematical Physics
0377919X,82,A2,Journal of Palestine Studies
03779238,15,A7,Bangladesh Medical Research Council Bulletin
03779335,2,A8,Entomon
03779777,9,A8,Turk Hijyen ve Deneysel Biyoloji Dergisi
03780600,28,A6,Hong Kong Law Journal
03781097,43,A5,FEMS Microbiology Letters
03781119,56,A4,Gene
03781127,92,A1,Forest Ecology and Management
03781135,90,A1,Veterinary Microbiology
03781844,27,A6,Interciencia
03781909,58,A4,Environmental Biology of Fishes
03782166,94,A1,Journal of Pragmatics
03782506,66,A3,Byzantion: Revue Internationale des Etudes Byzantines
03782697,61,A4,Plant Systematics and Evolution
03783758,49,A5,Journal of Statistical Planning and Inference
03783774,98,A1,Agricultural Water Management
03783782,73,A3,Early Human Development
03783812,77,A2,Fluid Phase Equilibria
03783820,96,A1,Fuel Processing Technology
03783839,92,A1,Coastal Engineering
03784169,28,A6,Lingvisticae Investigationes
03784177,75,A2,Studies in Language
03784266,87,A2,Journal of Banking and Finance
03784274,62,A4,Toxicology Letters
03784290,97,A1,Field Crops Research
03784320,94,A1,Animal Reproduction Science
03784371,92,A1,Physica A: Statistical Mechanics and its Applications
03784738,42,A5,Water SA
03784754,99,A1,Mathematics and Computers in Simulation
